"periode","prod totale","prod PV","prod eolien"
6321,48774.500,2257.920,2792.760
6322,50494.500,4139.520,2560.030
6323,51011.500,6021.120,2792.760
6324,51490.000,6961.920,2560.030
6325,52298.500,7338.240,2094.570
6326,51796.500,7338.240,1861.840
6327,50544.500,6773.760,2094.570
6328,49082.500,5456.640,2094.570
6329,47668.500,3763.200,2094.570
6330,46791.500,1693.440,2327.300
6331,47268.000,188.160,2560.030
6332,49199.500,0.000,3258.220
6333,49689.500,0.000,3723.680
6334,46939.000,0.000,3956.410
6335,44528.500,0.000,3956.410
6336,45774.500,0.000,3490.950
6337,43586.000,0.000,3258.220
6338,40107.000,0.000,2792.760
6339,39353.500,0.000,2327.300
6340,37290.000,0.000,2327.300
6341,36383.000,0.000,2560.030
6342,37306.500,0.000,2560.030
6343,40934.500,0.000,2327.300
6344,46034.500,940.800,2094.570
6345,48795.500,3386.880,1396.380
6346,50748.000,5832.960,698.190
6347,51169.500,7714.560,930.920
6348,51580.500,9219.840,1163.650
6349,52602.500,9784.320,1163.650
6350,52172.000,9596.160,930.920
6351,50650.000,8655.360,930.920
6352,49269.500,7150.080,930.920
6353,47796.500,4704.000,1163.650
6354,46754.500,2069.760,1396.380
6355,47520.500,188.160,1629.110
6356,49479.000,0.000,2327.300
6357,49924.500,0.000,2792.760
6358,47080.000,0.000,2560.030
6359,44728.500,0.000,2327.300
6360,45656.500,0.000,2094.570
6361,43732.500,0.000,1629.110
6362,40647.000,0.000,1396.380
6363,39825.000,0.000,1163.650
6364,37770.000,0.000,1163.650
6365,36591.500,0.000,1163.650
6366,37544.000,0.000,1163.650
6367,41441.000,0.000,1163.650
6368,46900.000,940.800,1163.650
6369,49218.000,3575.040,930.920
6370,50597.500,6209.280,698.190
6371,51088.000,8279.040,930.920
6372,51311.500,9408.000,1163.650
6373,52202.000,9596.160,1396.380
6374,51825.500,9219.840,1396.380
6375,50513.500,8467.200,1629.110
6376,49064.500,6773.760,1629.110
6377,47903.500,4515.840,1629.110
6378,47019.500,1881.600,1396.380
6379,47668.000,188.160,1396.380
6380,49557.000,0.000,1396.380
6381,49961.500,0.000,1396.380
6382,47123.000,0.000,1163.650
6383,44811.000,0.000,1163.650
6384,45903.000,0.000,1163.650
6385,43880.500,0.000,1163.650
6386,40382.500,0.000,930.920
6387,39654.500,0.000,698.190
6388,37591.500,0.000,698.190
6389,36515.500,0.000,465.460
6390,37264.500,0.000,465.460
6391,40814.500,0.000,698.190
6392,46243.500,940.800,698.190
6393,48762.500,3386.880,698.190
6394,50273.500,6021.120,698.190
6395,50746.500,7714.560,698.190
6396,51082.000,8655.360,930.920
6397,51954.500,8655.360,930.920
6398,51736.500,8467.200,930.920
6399,50088.000,7714.560,930.920
6400,48595.500,6209.280,1163.650
6401,47023.500,4139.520,930.920
6402,46006.000,1693.440,930.920
6403,46612.500,188.160,930.920
6404,47699.500,0.000,930.920
6405,48546.000,0.000,1163.650
6406,46179.000,0.000,1163.650
6407,44313.000,0.000,1163.650
6408,45613.500,0.000,1163.650
6409,43325.000,0.000,1163.650
6410,39618.500,0.000,1163.650
6411,38417.000,0.000,1396.380
6412,36075.500,0.000,1629.110
6413,34670.000,0.000,1629.110
6414,34520.500,0.000,1861.840
6415,35639.500,0.000,1861.840
6416,37341.500,564.480,1861.840
6417,38733.500,2257.920,1861.840
6418,41682.000,3763.200,1396.380
6419,43530.000,5080.320,1163.650
6420,44486.000,6021.120,1163.650
6421,46392.000,6397.440,1396.380
6422,46505.500,6209.280,1396.380
6423,44353.000,5456.640,1396.380
6424,42818.000,4327.680,1396.380
6425,41331.000,2446.080,1629.110
6426,40864.500,940.800,1396.380
6427,41654.000,188.160,1629.110
6428,43414.000,0.000,1861.840
6429,44224.500,0.000,2094.570
6430,42128.000,0.000,2327.300
6431,40889.500,0.000,2560.030
6432,42780.500,0.000,2792.760
6433,41144.500,0.000,2792.760
6434,37840.500,0.000,2560.030
6435,36714.000,0.000,2792.760
6436,34107.000,0.000,2792.760
6437,32541.500,0.000,2792.760
6438,32095.500,0.000,2792.760
6439,32600.500,0.000,2792.760
6440,33460.000,376.320,3258.220
6441,34267.000,1693.440,3490.950
6442,36968.000,3198.720,3258.220
6443,39679.500,4327.680,3490.950
6444,41610.000,5456.640,3723.680
6445,43965.500,6209.280,3723.680
6446,43859.000,6397.440,3258.220
6447,41197.500,5832.960,3258.220
6448,39482.000,4704.000,3258.220
6449,38269.500,3198.720,3258.220
6450,37875.500,1505.280,3258.220
6451,39169.500,188.160,3258.220
6452,42143.000,0.000,2792.760
6453,44065.000,0.000,3025.490
6454,42252.500,0.000,3490.950
6455,40686.000,0.000,3723.680
6456,42237.000,0.000,3723.680
6457,40698.000,0.000,4189.140
6458,37572.500,0.000,4421.870
6459,36777.500,0.000,4887.330
6460,34756.000,0.000,5120.060
6461,33875.500,0.000,5585.520
6462,35131.000,0.000,6283.710
6463,39222.000,0.000,7214.630
6464,44805.000,564.480,7912.820
6465,47586.000,1693.440,8145.550
6466,49425.000,3198.720,8378.280
6467,50306.000,4704.000,9309.200
6468,51150.000,5644.800,10007.390
6469,52359.000,6021.120,10472.850
6470,52103.500,6021.120,10007.390
6471,50776.000,5644.800,9309.200
6472,49507.500,4515.840,9541.930
6473,48256.500,3010.560,8145.550
6474,47065.500,1317.120,6516.440
6475,47634.500,188.160,4654.600
6476,50258.000,0.000,4189.140
6477,50565.000,0.000,3956.410
6478,46940.500,0.000,3258.220
6479,44689.000,0.000,3025.490
6480,45826.500,0.000,3025.490
6481,43802.500,0.000,2792.760
6482,40348.000,0.000,2560.030
6483,39496.000,0.000,2327.300
6484,37623.000,0.000,2094.570
6485,36664.000,0.000,1861.840
6486,37608.000,0.000,1861.840
6487,41374.000,0.000,1861.840
6488,47196.000,752.640,1861.840
6489,49670.500,2634.240,1861.840
6490,51103.500,4704.000,1396.380
6491,51603.500,6397.440,1396.380
6492,51924.500,7526.400,1861.840
6493,52676.500,7526.400,2094.570
6494,52199.500,6585.600,2327.300
6495,50749.500,5456.640,2560.030
6496,49465.000,3951.360,2792.760
6497,48111.000,2257.920,2560.030
6498,47172.500,940.800,2560.030
6499,48106.500,188.160,3025.490
6500,50665.000,0.000,4189.140
6501,51172.000,0.000,5352.790
6502,47662.000,0.000,6050.980
6503,45384.500,0.000,6749.170
6504,46539.500,0.000,7214.630
6505,44498.000,0.000,7680.090
6506,40976.000,0.000,8145.550
6507,40143.500,0.000,8378.280
6508,38090.500,0.000,8611.010
6509,36934.500,0.000,8378.280
6510,37852.000,0.000,8145.550
6511,41542.500,0.000,8145.550
6512,46630.000,564.480,8145.550
6513,49229.000,2634.240,7680.090
6514,51108.500,4704.000,7214.630
6515,51747.000,6209.280,8378.280
6516,52275.000,6961.920,9309.200
6517,53333.000,7338.240,9309.200
6518,52895.000,7338.240,9541.930
6519,51653.500,6961.920,9774.660
6520,50168.500,5644.800,9541.930
6521,48928.500,3763.200,8611.010
6522,47979.500,1505.280,6749.170
6523,48724.500,188.160,4887.330
6524,51386.000,0.000,4654.600
6525,52248.000,0.000,4421.870
6526,48561.500,0.000,3956.410
6527,46100.000,0.000,3258.220
6528,47258.500,0.000,2792.760
6529,45317.500,0.000,2560.030
6530,42037.500,0.000,2560.030
6531,41116.500,0.000,2327.300
6532,39046.500,0.000,2094.570
6533,37940.500,0.000,1861.840
6534,38937.000,0.000,1861.840
6535,42899.000,0.000,2094.570
6536,49012.000,752.640,2327.300
6537,51646.000,3198.720,2327.300
6538,52975.500,6021.120,1861.840
6539,53018.000,7902.720,1861.840
6540,52923.500,8843.520,3258.220
6541,53449.000,9219.840,4421.870
6542,52971.000,9031.680,4654.600
6543,51220.000,8090.880,4421.870
6544,49577.000,6585.600,4421.870
6545,48133.000,4327.680,3956.410
6546,47112.500,1693.440,3258.220
6547,47956.500,188.160,3258.220
6548,50891.000,0.000,3956.410
6549,51954.500,0.000,4887.330
6550,48616.000,0.000,5585.520
6551,46478.500,0.000,6283.710
6552,47671.500,0.000,6749.170
6553,45648.500,0.000,6516.440
6554,42445.500,0.000,6516.440
6555,41598.500,0.000,6516.440
6556,39574.000,0.000,6516.440
6557,38478.000,0.000,6981.900
6558,39362.000,0.000,7214.630
6559,43237.000,0.000,7680.090
6560,48889.500,752.640,7680.090
6561,51337.500,3010.560,7447.360
6562,52690.000,5268.480,6516.440
6563,52861.000,6773.760,6516.440
6564,52939.000,7150.080,7214.630
6565,53633.500,6961.920,7680.090
6566,53178.000,6209.280,7447.360
6567,51451.500,5080.320,7447.360
6568,49885.500,3763.200,6981.900
6569,48418.500,2257.920,6516.440
6570,47530.500,752.640,6050.980
6571,48445.000,0.000,6050.980
6572,50581.500,0.000,6050.980
6573,51270.500,0.000,5818.250
6574,47972.500,0.000,4887.330
6575,46075.500,0.000,4421.870
6576,47239.000,0.000,3956.410
6577,45070.000,0.000,3490.950
6578,41513.500,0.000,3025.490
6579,40111.500,0.000,3025.490
6580,37673.000,0.000,3025.490
6581,36108.000,0.000,3258.220
6582,35742.000,0.000,3723.680
6583,37042.000,0.000,4421.870
6584,39039.000,564.480,5585.520
6585,40664.000,2257.920,6749.170
6586,43549.000,4139.520,8611.010
6587,45164.000,5832.960,10472.850
6588,45955.000,6773.760,12101.960
6589,47931.500,6961.920,13265.610
6590,48169.500,6209.280,14429.260
6591,45983.500,5080.320,15127.450
6592,44300.500,3575.040,15825.640
6593,43111.500,1881.600,16523.830
6594,42856.500,564.480,17222.020
6595,44352.500,0.000,17222.020
6596,46822.500,0.000,16989.290
6597,47466.000,0.000,16756.560
6598,44605.500,0.000,16058.370
6599,43204.000,0.000,15360.180
6600,45036.000,0.000,14661.990
6601,43406.500,0.000,13963.800
6602,40089.000,0.000,13032.880
6603,38625.500,0.000,10240.120
6604,35859.500,0.000,9541.930
6605,34239.000,0.000,9076.470
6606,33504.500,0.000,11171.040
6607,34256.000,0.000,11403.770
6608,35563.500,188.160,10705.580
6609,36448.500,752.640,10240.120
6610,39331.000,1505.280,9774.660
6611,42357.500,2069.760,10007.390
6612,44633.000,2634.240,10705.580
6613,47127.000,3198.720,10472.850
6614,46995.000,3198.720,9774.660
6615,43781.500,2822.400,8843.740
6616,41790.500,2069.760,7680.090
6617,40600.500,1505.280,6749.170
6618,40371.000,564.480,5585.520
6619,41795.000,0.000,6050.980
6620,45105.500,0.000,6516.440
6621,46689.500,0.000,6981.900
6622,44580.500,0.000,7214.630
6623,43012.500,0.000,7214.630
6624,44414.500,0.000,7214.630
6625,42829.500,0.000,6516.440
6626,39769.500,0.000,6050.980
6627,38837.500,0.000,5585.520
6628,36815.500,0.000,5585.520
6629,35919.000,0.000,6050.980
6630,37359.500,0.000,6283.710
6631,41852.500,0.000,6516.440
6632,48092.500,376.320,6516.440
6633,51030.000,1693.440,6283.710
6634,52584.000,3198.720,5352.790
6635,52957.500,4704.000,5352.790
6636,53209.500,5268.480,6283.710
6637,54101.000,5268.480,7214.630
6638,53633.000,5268.480,7447.360
6639,52065.000,4704.000,6981.900
6640,50404.000,3763.200,6516.440
6641,49025.000,2446.080,6050.980
6642,48098.000,940.800,5585.520
6643,49114.500,0.000,5352.790
6644,52554.500,0.000,6283.710
6645,52538.000,0.000,7447.360
6646,48809.000,0.000,7912.820
6647,46465.500,0.000,8611.010
6648,47539.000,0.000,8843.740
6649,45832.500,0.000,8843.740
6650,42457.500,0.000,9309.200
6651,41645.500,0.000,9541.930
6652,39504.500,0.000,10007.390
6653,38485.500,0.000,10705.580
6654,39582.500,0.000,11403.770
6655,43507.500,0.000,12101.960
6656,49421.000,376.320,12101.960
6657,52132.000,1505.280,11636.500
6658,53558.000,2634.240,11403.770
6659,54225.000,3763.200,11403.770
6660,54559.000,4704.000,11636.500
6661,55416.000,4892.160,12334.690
6662,54693.500,4327.680,12800.150
6663,53114.500,4139.520,13032.880
6664,51567.000,3386.880,13498.340
6665,50285.000,2257.920,12800.150
6666,49380.000,752.640,11869.230
6667,50277.500,0.000,11171.040
6668,53554.000,0.000,10705.580
6669,54059.500,0.000,10240.120
6670,50131.500,0.000,10472.850
6671,47906.000,0.000,10472.850
6672,49115.500,0.000,10472.850
6673,47302.500,0.000,10472.850
6674,43958.500,0.000,10240.120
6675,43038.500,0.000,10240.120
6676,40977.500,0.000,10007.390
6677,39988.000,0.000,10007.390
6678,40991.500,0.000,10007.390
6679,45074.500,0.000,10472.850
6680,50785.500,564.480,10007.390
6681,53783.000,2634.240,9541.930
6682,55025.000,5080.320,9076.470
6683,55087.000,6773.760,9774.660
6684,55174.000,7714.560,10472.850
6685,56025.000,7714.560,10705.580
6686,55379.500,7714.560,10705.580
6687,53764.000,6961.920,10705.580
6688,51824.000,5832.960,9541.930
6689,50345.000,3575.040,8378.280
6690,49404.500,1317.120,6516.440
6691,50371.500,0.000,5120.060
6692,54184.500,0.000,4421.870
6693,54650.500,0.000,4189.140
6694,50915.000,0.000,3723.680
6695,48574.000,0.000,3025.490
6696,49513.500,0.000,2560.030
6697,47683.500,0.000,2327.300
6698,44349.500,0.000,2327.300
6699,43532.500,0.000,2094.570
6700,41472.000,0.000,2094.570
6701,40337.000,0.000,1861.840
6702,41422.000,0.000,1861.840
6703,45539.000,0.000,1861.840
6704,52080.500,564.480,1861.840
6705,54737.000,2822.400,1629.110
6706,55860.500,5456.640,1629.110
6707,55550.000,7338.240,1629.110
6708,55387.500,8279.040,1629.110
6709,55614.000,8655.360,1861.840
6710,54768.500,8279.040,1861.840
6711,53027.500,7338.240,1861.840
6712,51164.500,6021.120,2094.570
6713,49790.000,3763.200,2094.570
6714,48713.500,1128.960,2327.300
6715,50160.500,0.000,2560.030
6716,53800.500,0.000,3258.220
6717,54371.500,0.000,3723.680
6718,50665.000,0.000,3956.410
6719,48432.500,0.000,4421.870
6720,49442.500,0.000,4421.870
6721,47620.000,0.000,4189.140
6722,44250.000,0.000,4189.140
6723,43429.000,0.000,3956.410
6724,41402.000,0.000,3956.410
6725,40287.000,0.000,3956.410
6726,41366.500,0.000,4189.140
6727,45619.500,0.000,4421.870
6728,51957.000,564.480,4421.870
6729,54862.500,3010.560,3723.680
6730,55682.500,5644.800,2560.030
6731,55312.500,7714.560,2560.030
6732,54821.000,8843.520,3258.220
6733,54830.500,9219.840,4189.140
6734,53826.000,8843.520,4421.870
6735,51748.000,7902.720,4887.330
6736,49775.000,6209.280,5120.060
6737,47947.500,3763.200,5120.060
6738,47057.000,1128.960,4654.600
6739,48142.500,0.000,5120.060
6740,51056.000,0.000,6516.440
6741,52178.000,0.000,7214.630
6742,49009.500,0.000,6981.900
6743,47252.500,0.000,6516.440
6744,48611.500,0.000,5818.250
6745,46649.000,0.000,5120.060
6746,43003.000,0.000,4654.600
6747,41658.000,0.000,4189.140
6748,39321.500,0.000,3956.410
6749,37845.500,0.000,3490.950
6750,37883.500,0.000,3258.220
6751,39350.500,0.000,3258.220
6752,41648.000,376.320,3025.490
6753,43541.000,2446.080,2560.030
6754,46250.000,4704.000,1629.110
6755,47542.000,6585.600,1396.380
6756,47700.500,7714.560,1629.110
6757,48905.000,8090.880,2094.570
6758,48576.000,7526.400,2094.570
6759,45828.500,6397.440,2094.570
6760,43836.500,4892.160,2094.570
6761,42243.000,2822.400,2327.300
6762,41613.000,752.640,2327.300
6763,43094.500,0.000,3025.490
6764,46685.000,0.000,3723.680
6765,47919.000,0.000,4189.140
6766,45340.000,0.000,4189.140
6767,44164.500,0.000,3956.410
6768,46220.500,0.000,3258.220
6769,44967.000,0.000,2792.760
6770,41691.000,0.000,2327.300
6771,40651.500,0.000,1861.840
6772,38282.000,0.000,1861.840
6773,36770.000,0.000,1629.110
6774,36542.500,0.000,1629.110
6775,37461.000,0.000,1629.110
6776,38984.000,376.320,1629.110
6777,40324.500,2069.760,1396.380
6778,43070.000,4515.840,930.920
6779,45021.500,6773.760,698.190
6780,46050.500,8090.880,1163.650
6781,47523.500,8467.200,1396.380
6782,47084.000,8467.200,1629.110
6783,43641.500,7714.560,1861.840
6784,41486.500,6021.120,2094.570
6785,39973.500,3575.040,2560.030
6786,39744.000,940.800,2560.030
6787,41868.500,0.000,3025.490
6788,46673.500,0.000,3956.410
6789,48481.000,0.000,4421.870
6790,46214.500,0.000,4654.600
6791,44843.500,0.000,4654.600
6792,46412.000,0.000,4654.600
6793,45071.000,0.000,4189.140
6794,42142.500,0.000,3956.410
6795,41284.000,0.000,3723.680
6796,39367.000,0.000,3490.950
6797,38446.500,0.000,3490.950
6798,40024.000,0.000,3490.950
6799,44670.000,0.000,3258.220
6800,51260.000,376.320,3258.220
6801,54786.000,2634.240,2792.760
6802,55728.000,5080.320,2094.570
6803,55621.000,7150.080,1861.840
6804,55277.500,8467.200,2094.570
6805,55714.000,9031.680,2560.030
6806,54997.000,8655.360,3025.490
6807,53057.500,7714.560,3258.220
6808,51052.500,5832.960,3258.220
6809,49707.500,3386.880,3258.220
6810,48860.000,940.800,3025.490
6811,50380.000,0.000,3258.220
6812,55077.500,0.000,3723.680
6813,55247.000,0.000,3956.410
6814,51326.500,0.000,3956.410
6815,49079.000,0.000,3723.680
6816,50280.500,0.000,3723.680
6817,48513.500,0.000,3723.680
6818,45264.000,0.000,3490.950
6819,44652.500,0.000,3258.220
6820,42693.500,0.000,3025.490
6821,41668.500,0.000,3025.490
6822,42917.000,0.000,3025.490
6823,47458.500,0.000,3025.490
6824,54178.000,376.320,3025.490
6825,57246.000,2446.080,2560.030
6826,58073.500,4892.160,1861.840
6827,57709.500,6961.920,1861.840
6828,57160.500,8279.040,2327.300
6829,57101.000,8655.360,2792.760
6830,56262.000,8467.200,3723.680
6831,54294.500,7338.240,4189.140
6832,52499.500,5644.800,4421.870
6833,51011.000,3198.720,4421.870
6834,50352.500,940.800,4189.140
6835,51879.500,0.000,4189.140
6836,56289.500,0.000,4421.870
6837,56115.000,0.000,4654.600
6838,52498.000,0.000,4421.870
6839,49986.000,0.000,4421.870
6840,51234.500,0.000,3956.410
6841,49159.500,0.000,3723.680
6842,45713.500,0.000,3723.680
6843,44927.500,0.000,3490.950
6844,42914.000,0.000,3258.220
6845,41914.500,0.000,3258.220
6846,43075.000,0.000,3025.490
6847,47239.000,0.000,3025.490
6848,53501.500,376.320,2792.760
6849,56839.500,2446.080,2094.570
6850,58113.000,5080.320,1629.110
6851,57855.500,6961.920,1396.380
6852,57385.500,8279.040,1629.110
6853,57689.500,8467.200,1629.110
6854,56647.000,8279.040,1861.840
6855,54652.000,7338.240,2094.570
6856,52588.000,5644.800,2327.300
6857,51004.500,3198.720,2327.300
6858,50244.500,940.800,2094.570
6859,51838.000,0.000,2327.300
6860,56734.500,0.000,2560.030
6861,57150.500,0.000,2792.760
6862,53247.000,0.000,2792.760
6863,51014.500,0.000,2560.030
6864,52401.000,0.000,2560.030
6865,50830.500,0.000,2327.300
6866,47677.500,0.000,2327.300
6867,47107.500,0.000,2094.570
6868,45139.000,0.000,2094.570
6869,44042.500,0.000,2094.570
6870,45254.000,0.000,2327.300
6871,49764.000,0.000,2327.300
6872,56676.000,376.320,2560.030
6873,59948.500,3010.560,2327.300
6874,60468.500,5832.960,1629.110
6875,59598.500,7902.720,1163.650
6876,58444.500,9219.840,1396.380
6877,58220.500,9596.160,1396.380
6878,56875.000,9219.840,1163.650
6879,54650.000,8279.040,1163.650
6880,52606.000,6397.440,930.920
6881,50790.000,3575.040,930.920
6882,49916.500,940.800,930.920
6883,51568.500,0.000,1163.650
6884,56824.000,0.000,1396.380
6885,57131.500,0.000,1629.110
6886,53512.000,0.000,1629.110
6887,51229.500,0.000,1629.110
6888,52668.000,0.000,1629.110
6889,51013.000,0.000,1629.110
6890,47693.500,0.000,1861.840
6891,47082.000,0.000,1861.840
6892,45083.500,0.000,1861.840
6893,44253.000,0.000,1861.840
6894,45363.500,0.000,1861.840
6895,49580.000,0.000,1861.840
6896,56291.500,376.320,1629.110
6897,59510.000,2257.920,1163.650
6898,60247.000,4704.000,698.190
6899,59263.000,6773.760,232.730
6900,58108.500,7902.720,232.730
6901,57824.500,8279.040,232.730
6902,56585.000,7902.720,465.460
6903,54034.000,6961.920,698.190
6904,51713.000,5268.480,930.920
6905,49839.500,2822.400,1163.650
6906,49091.000,752.640,1163.650
6907,50463.000,0.000,1396.380
6908,54553.000,0.000,1629.110
6909,54981.000,0.000,1861.840
6910,51648.500,0.000,1861.840
6911,49891.000,0.000,1861.840
6912,51397.000,0.000,2094.570
6913,49742.500,0.000,2094.570
6914,46518.500,0.000,2094.570
6915,45366.500,0.000,2094.570
6916,43141.500,0.000,2094.570
6917,41681.500,0.000,1861.840
6918,41734.000,0.000,1861.840
6919,43492.500,0.000,1861.840
6920,45994.000,376.320,1629.110
6921,48204.000,2257.920,1396.380
6922,50647.000,5080.320,930.920
6923,51593.500,7150.080,465.460
6924,51130.000,8279.040,232.730
6925,51953.500,8843.520,232.730
6926,51313.500,8655.360,232.730
6927,48058.500,7714.560,232.730
6928,45826.500,5832.960,465.460
6929,44107.000,3198.720,465.460
6930,43670.000,752.640,465.460
6931,45752.500,0.000,930.920
6932,50349.500,0.000,1396.380
6933,50946.000,0.000,1629.110
6934,48249.500,0.000,1629.110
6935,47129.500,0.000,1861.840
6936,49404.000,0.000,2094.570
6937,48484.500,0.000,2094.570
6938,45393.500,0.000,2094.570
6939,44308.000,0.000,2094.570
6940,41958.000,0.000,2094.570
6941,40563.000,0.000,2327.300
6942,40321.500,0.000,2094.570
6943,41350.000,0.000,2327.300
6944,42861.500,376.320,2327.300
6945,44516.000,2446.080,2560.030
6946,46960.000,4892.160,1861.840
6947,48458.000,6773.760,1163.650
6948,49119.500,7902.720,930.920
6949,50156.000,8279.040,1163.650
6950,49598.000,7902.720,1396.380
6951,46032.000,6961.920,1163.650
6952,43593.000,5268.480,1163.650
6953,42043.500,2822.400,930.920
6954,41857.500,564.480,930.920
6955,44164.000,0.000,1629.110
6956,50066.000,0.000,2327.300
6957,51155.000,0.000,3025.490
6958,48651.000,0.000,3723.680
6959,47258.000,0.000,3723.680
6960,48736.500,0.000,3490.950
6961,47349.500,0.000,3258.220
6962,44375.000,0.000,3258.220
6963,43680.000,0.000,3490.950
6964,41775.500,0.000,3258.220
6965,40876.500,0.000,3025.490
6966,42427.500,0.000,3025.490
6967,47346.500,0.000,3025.490
6968,54095.000,376.320,3258.220
6969,57479.500,2069.760,3258.220
6970,58436.500,4139.520,2792.760
6971,57919.500,5832.960,2327.300
6972,57434.000,6961.920,2327.300
6973,57720.000,7338.240,2792.760
6974,56781.000,6773.760,3258.220
6975,54784.000,5644.800,3490.950
6976,52802.000,3951.360,3723.680
6977,51287.000,1881.600,3723.680
6978,50588.000,376.320,4189.140
6979,52306.500,0.000,4887.330
6980,57611.500,0.000,5585.520
6981,56293.500,0.000,5818.250
6982,52052.500,0.000,6283.710
6983,49584.000,0.000,6981.900
6984,50801.000,0.000,7447.360
6985,48861.000,0.000,7214.630
6986,45415.500,0.000,7214.630
6987,44615.500,0.000,7447.360
6988,42429.000,0.000,7680.090
6989,41299.000,0.000,7680.090
6990,42284.500,0.000,7912.820
6991,46394.500,0.000,8378.280
6992,52706.500,188.160,8611.010
6993,55804.000,1693.440,8378.280
6994,56214.500,4139.520,7680.090
6995,55780.000,6021.120,6749.170
6996,55502.500,7338.240,6516.440
6997,55872.000,7902.720,6516.440
6998,55025.000,7714.560,6516.440
6999,53176.000,6773.760,6749.170
7000,51222.500,4892.160,6981.900
7001,49709.500,2634.240,6981.900
7002,48546.500,564.480,7912.820
7003,49922.000,0.000,10240.120
7004,54917.500,0.000,12101.960
7005,54365.000,0.000,12567.420
7006,50505.500,0.000,13032.880
7007,48334.500,0.000,13265.610
7008,49412.000,0.000,13265.610
7009,47419.000,0.000,13265.610
7010,44065.000,0.000,13731.070
7011,43065.000,0.000,13265.610
7012,40985.000,0.000,13032.880
7013,39850.000,0.000,13032.880
7014,40798.000,0.000,13265.610
7015,44543.000,0.000,13731.070
7016,50173.000,188.160,13963.800
7017,53307.000,1128.960,14429.260
7018,54684.500,2446.080,14661.990
7019,54948.000,3386.880,14894.720
7020,55350.000,4139.520,14894.720
7021,56355.500,4327.680,14894.720
7022,55826.000,4139.520,15360.180
7023,54317.000,3386.880,15360.180
7024,52683.000,2257.920,15127.450
7025,51279.500,1128.960,15360.180
7026,50532.500,188.160,15360.180
7027,52007.500,0.000,15127.450
7028,56238.500,0.000,15825.640
7029,54469.000,0.000,16756.560
7030,50582.500,0.000,16989.290
7031,48292.000,0.000,16989.290
7032,49476.000,0.000,16756.560
7033,47893.500,0.000,16291.100
7034,44543.000,0.000,15825.640
7035,43734.000,0.000,14894.720
7036,41603.500,0.000,13731.070
7037,40362.500,0.000,13032.880
7038,41106.000,0.000,12800.150
7039,44993.000,0.000,13498.340
7040,50975.500,188.160,13498.340
7041,54539.000,1317.120,13731.070
7042,55345.500,3198.720,13731.070
7043,55689.000,4704.000,14196.530
7044,55770.000,5644.800,14429.260
7045,56454.000,6021.120,14196.530
7046,55838.500,5832.960,13265.610
7047,54324.500,4892.160,11869.230
7048,52591.500,3763.200,10240.120
7049,51225.000,1881.600,8843.740
7050,50301.500,376.320,6981.900
7051,51833.500,0.000,5585.520
7052,57048.000,0.000,4654.600
7053,55992.000,0.000,3723.680
7054,52188.500,0.000,3490.950
7055,50232.000,0.000,3025.490
7056,51739.000,0.000,2560.030
7057,49820.500,0.000,2327.300
7058,46569.500,0.000,2327.300
7059,45923.000,0.000,2327.300
7060,43943.500,0.000,2560.030
7061,43239.000,0.000,3025.490
7062,44490.500,0.000,3490.950
7063,48628.500,0.000,3490.950
7064,54986.000,188.160,3723.680
7065,58812.000,1693.440,3723.680
7066,59646.500,3951.360,3258.220
7067,59093.500,5832.960,3258.220
7068,58249.000,6773.760,3956.410
7069,57934.500,7150.080,5120.060
7070,56727.500,6773.760,5818.250
7071,54447.000,5832.960,5585.520
7072,52543.500,4327.680,5352.790
7073,50911.000,2257.920,4189.140
7074,50591.500,376.320,3490.950
7075,52230.000,0.000,3490.950
7076,56679.000,0.000,3490.950
7077,56128.000,0.000,3258.220
7078,52796.500,0.000,2792.760
7079,51036.000,0.000,2560.030
7080,52540.500,0.000,2094.570
7081,50805.500,0.000,2094.570
7082,47291.000,0.000,1861.840
7083,46073.500,0.000,1629.110
7084,43881.000,0.000,1629.110
7085,42455.000,0.000,1629.110
7086,42434.500,0.000,1861.840
7087,44048.500,0.000,1861.840
7088,46511.000,188.160,1861.840
7089,49059.000,2257.920,1629.110
7090,51410.500,5268.480,1396.380
7091,52235.000,7338.240,930.920
7092,51773.500,8655.360,1163.650
7093,52483.000,8843.520,1163.650
7094,51845.500,8467.200,1163.650
7095,48667.500,7338.240,1163.650
7096,46485.000,5644.800,1163.650
7097,44709.000,3010.560,1396.380
7098,44294.000,564.480,1629.110
7099,46320.000,0.000,2560.030
7100,51821.000,0.000,3490.950
7101,52082.000,0.000,4189.140
7102,49599.000,0.000,4421.870
7103,48710.000,0.000,4421.870
7104,51270.500,0.000,4654.600
7105,50323.500,0.000,4887.330
7106,47411.000,0.000,5120.060
7107,46537.500,0.000,4887.330
7108,44240.000,0.000,4887.330
7109,42810.000,0.000,4887.330
7110,42677.000,0.000,5120.060
7111,43676.000,0.000,5352.790
7112,45526.500,188.160,5585.520
7113,47274.500,2257.920,5585.520
7114,49507.500,5268.480,3956.410
7115,50811.500,7338.240,2792.760
7116,50979.000,8467.200,2327.300
7117,51645.500,8843.520,2560.030
7118,50594.000,8467.200,3025.490
7119,46548.500,7150.080,3025.490
7120,43917.000,5268.480,2792.760
7121,42099.000,2634.240,2560.030
7122,41920.000,376.320,2792.760
7123,44411.000,0.000,3490.950
7124,50871.000,0.000,4189.140
7125,51904.000,0.000,4189.140
7126,49664.500,0.000,4189.140
